timestamp,predicted_heart_rate
0.0,97.11275625572708
48.828125,96.69934830709593
97.65625,96.28594035846479
146.484375,95.87253240983364
195.3125,95.45912446120249
244.140625,95.04571651257135
292.96875,94.6323085639402
41.69921875,96.75970586759608
90.52734375,96.34629791896494
139.35546875,95.93288997033379
188.18359375,95.51948202170264
237.01171875,95.1060740730715
285.83984375,94.69266612444035
34.5703125,96.82006342809623
83.3984375,96.40665547946509
132.2265625,95.99324753083394
181.0546875,95.5798395822028
229.8828125,95.16643163357165
278.7109375,94.7530236849405
27.44140625,96.88042098859637
76.26953125,96.46701303996522
125.09765625,96.05360509133408
173.92578125,95.64019714270293
222.75390625,95.22678919407178
271.58203125,94.81338124544064
20.3125,96.94077854909652
69.140625,96.52737060046537
117.96875,96.11396265183423
166.796875,95.70055470320308
215.625,95.28714675457194
264.453125,94.87373880594079
13.18359375,97.00113610959667
62.01171875,96.58772816096553
110.83984375,96.17432021233438
159.66796875,95.76091226370323
208.49609375,95.34750431507209
257.32421875,94.93409636644094
6.0546875,97.06149367009681
54.8828125,96.64808572146568
103.7109375,96.23467777283453
152.5390625,95.82126982420338
201.3671875,95.40786187557224
250.1953125,94.99445392694109
299.0234375,94.58104597830994
47.75390625,96.70844328196581
96.58203125,96.29503533333467
145.41015625,95.88162738470352
194.23828125,95.46821943607237
243.06640625,95.05481148744123
291.89453125,94.64140353881008
40.625,96.76880084246596
89.453125,96.35539289383482
138.28125,95.94198494520367
187.109375,95.52857699657253
235.9375,95.11516904794138
284.765625,94.70176109931023
33.49609375,96.82915840296612
82.32421875,96.41575045433497
131.15234375,96.00234250570382
179.98046875,95.58893455707268
228.80859375,95.17552660844153
277.63671875,94.76211865981038
26.3671875,96.88951596346625
75.1953125,96.47610801483512
124.0234375,96.06270006620397
172.8515625,95.64929211757283
221.6796875,95.23588416894168
270.5078125,94.82247622031053
19.23828125,96.9498735239664
68.06640625,96.53646557533526
116.89453125,96.12305762670411
165.72265625,95.70964967807296
214.55078125,95.29624172944182
263.37890625,94.88283378081067
12.109375,97.01023108446655
60.9375,96.59682313583541
109.765625,96.18341518720426
158.59375,95.77000723857311
207.421875,95.35659928994197
256.25,94.94319134131082
