timestamp,predicted_breathing_rate
0.0,20.58701204453146
48.828125,21.550463314821023
97.65625,22.513914585110587
146.484375,23.47736585540015
195.3125,24.440817125689716
244.140625,25.40426839597928
292.96875,26.36771966626884
41.69921875,21.409799429358745
90.52734375,22.37325069964831
139.35546875,23.336701969937874
188.18359375,24.300153240227438
237.01171875,25.263604510517002
285.83984375,26.227055780806566
34.5703125,21.26913554389647
83.3984375,22.232586814186035
132.2265625,23.196038084475596
181.0546875,24.15948935476516
229.8828125,25.122940625054724
278.7109375,26.08639189534429
27.44140625,21.128471658434194
76.26953125,22.091922928723758
125.09765625,23.055374199013322
173.92578125,24.018825469302886
222.75390625,24.98227673959245
271.58203125,25.94572800988201
20.3125,20.987807772971916
69.140625,21.95125904326148
117.96875,22.914710313551044
166.796875,23.87816158384061
215.625,24.841612854130172
264.453125,25.805064124419737
13.18359375,20.84714388750964
62.01171875,21.810595157799206
110.83984375,22.77404642808877
159.66796875,23.737497698378334
208.49609375,24.700948968667895
257.32421875,25.664400238957462
6.0546875,20.706480002047364
54.8828125,21.669931272336928
103.7109375,22.633382542626492
152.5390625,23.596833812916056
201.3671875,24.56028508320562
250.1953125,25.523736353495185
299.0234375,26.48718762378475
47.75390625,21.529267386874654
96.58203125,22.492718657164215
145.41015625,23.45616992745378
194.23828125,24.419621197743343
243.06640625,25.383072468032907
291.89453125,26.34652373832247
40.625,21.388603501412376
89.453125,22.35205477170194
138.28125,23.315506041991505
187.109375,24.27895731228107
235.9375,25.242408582570633
284.765625,26.205859852860193
33.49609375,21.2479396159501
82.32421875,22.211390886239663
131.15234375,23.174842156529227
179.98046875,24.13829342681879
228.80859375,25.101744697108355
277.63671875,26.06519596739792
26.3671875,21.107275730487824
75.1953125,22.07072700077739
124.0234375,23.03417827106695
172.8515625,23.997629541356513
221.6796875,24.961080811646077
270.5078125,25.92453208193564
19.23828125,20.966611845025547
68.06640625,21.93006311531511
116.89453125,22.893514385604675
165.72265625,23.85696565589424
214.55078125,24.820416926183803
263.37890625,25.783868196473367
12.109375,20.825947959563273
60.9375,21.789399229852833
109.765625,22.752850500142397
158.59375,23.71630177043196
207.421875,24.679753040721526
256.25,25.64320431101109
