timestamp,subject,activity,heart_rate,breathing_rate
0.0,x001,2-Back,92.6329233680227,18.367351186453742
0.09765625,x001,2-Back,92.53547776726585,18.46470523108795
0.1953125,x001,2-Back,92.43708609271523,18.56239497932435
0.29296875,x001,2-Back,92.33964049195838,18.660084727560747
0.390625,x001,2-Back,92.2421948912015,18.757774475797145
0.48828125,x001,2-Back,92.14474929044465,18.855464224033543
0.5859375,x001,2-Back,92.0473036896878,18.95315397226994
0.68359375,x001,2-Back,91.94891201513718,19.101534964436567
0.78125,x001,2-Back,91.85146641438033,19.296914460909363
0.87890625,x001,2-Back,91.75402081362347,19.49229395738216
0.9765625,x001,2-Back,91.6565752128666,19.687673453854956
1.07421875,x001,2-Back,91.55818353831599,19.882717246725562
1.171875,x001,2-Back,91.46073793755913,20.07809674319836
1.26953125,x001,2-Back,91.36329233680227,20.273476239671155
1.3671875,x001,2-Back,91.26584673604542,20.46885573614395
1.46484375,x001,2-Back,91.16840113528855,20.664235232616747
1.5625,x001,2-Back,91.07000946073794,20.859279025487353
1.66015625,x001,2-Back,90.97256385998108,21.05465852196015
1.7578125,x001,2-Back,90.87511825922422,21.250038018432946
1.85546875,x001,2-Back,90.77767265846737,21.445417514905742
1.953125,x001,2-Back,90.67928098391674,21.640797011378538
2.05078125,x001,2-Back,90.58183538315988,21.83584080424915
2.1484375,x001,2-Back,90.48438978240303,22.031220300721944
2.24609375,x001,2-Back,90.38694418164617,22.226599797194737
2.34375,x001,2-Back,90.28949858088932,22.421979293667533
2.44140625,x001,2-Back,90.19110690633869,22.61735879014033
2.5390625,x001,2-Back,90.09366130558183,22.81240258301094
2.63671875,x001,2-Back,90.0,23.003753636257493
2.734375,x001,2-Back,90.0,23.10144338449389
2.83203125,x001,2-Back,90.0,23.19913313273029
2.9296875,x001,2-Back,90.0,23.296822880966687
3.02734375,x001,2-Back,90.0,23.394512629203085
3.125,x001,2-Back,90.0,23.492202377439483
3.22265625,x001,2-Back,90.0,23.589892125675878
3.3203125,x001,2-Back,90.0,23.687581873912276
3.41796875,x001,2-Back,90.0,23.785271622148674
3.515625,x001,2-Back,90.0,23.882961370385072
3.61328125,x001,2-Back,90.0,23.980315415019284
3.7109375,x001,2-Back,89.92147587511826,24.000121927548314
3.80859375,x001,2-Back,89.8240302743614,24.000121927548314
3.90625,x001,2-Back,89.72658467360453,24.000121927548314
4.00390625,x001,2-Back,89.62913907284768,24.000121927548314
4.1015625,x001,2-Back,89.53169347209082,24.000121927548314
4.19921875,x001,2-Back,89.43330179754021,24.000121927548314
4.296875,x001,2-Back,89.33585619678335,24.000121927548314
4.39453125,x001,2-Back,89.23841059602648,24.000121927548314
4.4921875,x001,2-Back,89.14096499526963,24.000121927548314
4.58984375,x001,2-Back,89.04257332071901,24.000121927548314
4.6875,x001,2-Back,89.0,24.000121927548314
4.78515625,x001,2-Back,89.0,24.000121927548314
4.8828125,x001,2-Back,89.0,24.000121927548314
4.98046875,x001,2-Back,89.0,24.000121927548314
5.078125,x001,2-Back,89.0,24.000121927548314
5.17578125,x001,2-Back,89.0,24.000121927548314
5.2734375,x001,2-Back,89.0,24.000121927548314
5.37109375,x001,2-Back,89.0,24.000121927548314
5.46875,x001,2-Back,89.0,24.000121927548314
5.56640625,x001,2-Back,89.0,24.000121927548314
5.6640625,x001,2-Back,88.96877956480606,24.000121927548314
5.76171875,x001,2-Back,88.8713339640492,24.000121927548314
5.859375,x001,2-Back,88.77388836329234,24.000121927548314
5.95703125,x001,2-Back,88.67549668874172,24.000121927548314
6.0546875,x001,2-Back,88.57805108798486,24.000121927548314
6.15234375,x001,2-Back,88.480605487228,24.000121927548314
