timestamp,subject,activity,heart_rate,breathing_rate
0.0,x001,Rest,106.83632923368023,21.999999865718557
0.09765625,x001,Rest,106.7379375591296,21.999999865718557
0.1953125,x001,Rest,106.64049195837275,21.999999865718557
0.29296875,x001,Rest,106.54304635761589,21.999999865718557
0.390625,x001,Rest,106.44560075685904,21.999999865718557
0.48828125,x001,Rest,106.34720908230842,21.999999865718557
0.5859375,x001,Rest,106.24976348155155,21.999999865718557
0.68359375,x001,Rest,106.1523178807947,21.999999865718557
0.78125,x001,Rest,106.05487228003784,21.999999865718557
0.87890625,x001,Rest,106.0,21.999999865718557
0.9765625,x001,Rest,106.0,21.999999865718557
1.07421875,x001,Rest,106.0,21.999999865718557
1.171875,x001,Rest,106.0,21.999999865718557
1.26953125,x001,Rest,106.0,21.999999865718557
1.3671875,x001,Rest,106.0,21.999999865718557
1.46484375,x001,Rest,106.0,21.999999865718557
1.5625,x001,Rest,106.0,21.999999865718557
1.66015625,x001,Rest,106.0,21.999999865718557
1.7578125,x001,Rest,106.0,21.999999865718557
1.85546875,x001,Rest,105.98013245033113,22.0194706746454
1.953125,x001,Rest,105.88268684957427,22.1171604228818
2.05078125,x001,Rest,105.78524124881741,22.214850171118197
2.1484375,x001,Rest,105.68779564806054,22.312539919354595
2.24609375,x001,Rest,105.58940397350993,22.410229667590993
2.34375,x001,Rest,105.49195837275307,22.50791941582739
2.44140625,x001,Rest,105.39451277199622,22.605609164063786
2.5390625,x001,Rest,105.29706717123936,22.703298912300184
2.63671875,x001,Rest,105.19962157048249,22.800652956934396
2.734375,x001,Rest,105.10122989593188,22.898342705170794
2.83203125,x001,Rest,105.00378429517502,22.996032453407192
2.9296875,x001,Rest,104.90633869441817,23.09372220164359
3.02734375,x001,Rest,104.80889309366131,23.19141194987999
3.125,x001,Rest,104.71050141911068,23.289101698116387
3.22265625,x001,Rest,104.61305581835383,23.386791446352785
3.3203125,x001,Rest,104.51561021759697,23.484481194589183
3.41796875,x001,Rest,104.41816461684012,23.58217094282558
3.515625,x001,Rest,104.32071901608326,23.67986069106198
3.61328125,x001,Rest,104.22232734153263,23.777214735696187
3.7109375,x001,Rest,104.12488174077578,23.874904483932585
3.80859375,x001,Rest,104.02743614001892,23.972594232168984
3.90625,x001,Rest,104.0,24.000121927548314
4.00390625,x001,Rest,104.0,24.000121927548314
4.1015625,x001,Rest,104.0,24.000121927548314
4.19921875,x001,Rest,104.0,24.000121927548314
4.296875,x001,Rest,104.0,24.000121927548314
4.39453125,x001,Rest,104.0,24.000121927548314
4.4921875,x001,Rest,104.0,24.000121927548314
4.58984375,x001,Rest,104.0,24.000121927548314
4.6875,x001,Rest,104.0,24.000121927548314
4.78515625,x001,Rest,104.0,24.000121927548314
4.8828125,x001,Rest,104.0,24.000121927548314
4.98046875,x001,Rest,104.0,24.000121927548314
5.078125,x001,Rest,104.0,24.000121927548314
