timestamp,predicted_heart_rate
0.0,82.48642021726212
48.828125,83.78920966579385
97.65625,85.09199911432557
146.484375,86.39478856285729
195.3125,87.69757801138901
244.140625,89.00036745992074
292.96875,90.30315690845246
41.69921875,83.59900240630822
90.52734375,84.90179185483994
139.35546875,86.20458130337165
188.18359375,87.50737075190338
237.01171875,88.8101602004351
285.83984375,90.11294964896683
34.5703125,83.40879514682258
83.3984375,84.71158459535431
132.2265625,86.01437404388602
181.0546875,87.31716349241775
229.8828125,88.61995294094947
278.7109375,89.9227423894812
27.44140625,83.21858788733695
76.26953125,84.52137733586868
125.09765625,85.82416678440039
173.92578125,87.12695623293212
222.75390625,88.42974568146384
271.58203125,89.73253512999557
20.3125,83.02838062785132
69.140625,84.33117007638305
117.96875,85.63395952491476
166.796875,86.93674897344648
215.625,88.23953842197821
264.453125,89.54232787050994
13.18359375,82.83817336836569
62.01171875,84.14096281689741
110.83984375,85.44375226542914
159.66796875,86.74654171396085
208.49609375,88.04933116249258
257.32421875,89.3521206110243
6.0546875,82.64796610888006
54.8828125,83.95075555741178
103.7109375,85.25354500594351
152.5390625,86.55633445447522
201.3671875,87.85912390300695
250.1953125,89.16191335153867
299.0234375,90.4647028000704
47.75390625,83.76054829792615
96.58203125,85.06333774645788
145.41015625,86.36612719498959
194.23828125,87.66891664352131
243.06640625,88.97170609205304
291.89453125,90.27449554058477
40.625,83.57034103844052
89.453125,84.87313048697224
138.28125,86.17591993550396
187.109375,87.47870938403568
235.9375,88.78149883256741
284.765625,90.08428828109913
33.49609375,83.38013377895489
82.32421875,84.68292322748661
131.15234375,85.98571267601832
179.98046875,87.28850212455005
228.80859375,88.59129157308178
277.63671875,89.8940810216135
26.3671875,83.18992651946925
75.1953125,84.49271596800098
124.0234375,85.79550541653269
172.8515625,87.09829486506442
221.6796875,88.40108431359614
270.5078125,89.70387376212787
19.23828125,82.99971925998362
68.06640625,84.30250870851535
116.89453125,85.60529815704706
165.72265625,86.90808760557879
214.55078125,88.21087705411051
263.37890625,89.51366650264224
12.109375,82.80951200049799
60.9375,84.11230144902972
109.765625,85.41509089756144
158.59375,86.71788034609315
207.421875,88.02066979462488
256.25,89.3234592431566
